,Year,Year ending,Police Region,Suburb,Incidents Recorded,"Rate per 100,000 population"
804,2011,March,2 Eastern, Greater Shepparton,"4,774 ","7,731.9 "
805,2011,March,2 Eastern, Indigo,374 ,"2,441.7 "
806,2011,March,2 Eastern, Knox,"6,258 ","4,047.2 "
807,2011,March,2 Eastern, Latrobe,"6,263 ","8,487.8 "
808,2011,March,2 Eastern, Manningham,"2,867 ","2,455.7 "
809,2011,March,2 Eastern, Mansfield,360 ,"4,532.9 "
810,2011,March,2 Eastern, Maroondah,"5,088 ","4,740.8 "
811,2011,March,2 Eastern, Mitchell,"2,105 ","5,996.3 "
812,2011,March,2 Eastern, Moira,"1,156 ","4,069.6 "
813,2011,March,2 Eastern, Monash,"6,795 ","3,831.5 "
814,2011,March,2 Eastern, Murrindindi,470 ,"3,524.6 "
815,2011,March,2 Eastern, South Gippsland,912 ,"3,314.9 "
816,2011,March,2 Eastern, Strathbogie,328 ,"3,417.4 "
817,2011,March,2 Eastern, Towong,178 ,"3,007.8 "
818,2011,March,2 Eastern, Wangaratta,"1,625 ","5,971.6 "
819,2011,March,2 Eastern, Wellington,"2,370 ","5,633.7 "
820,2011,March,2 Eastern, Whitehorse,"5,212 ","3,308.4 "
821,2011,March,2 Eastern, Wodonga,"2,113 ","5,865.4 "
822,2011,March,2 Eastern, Yarra Ranges,"5,057 ","3,396.2 "
823,2011,March,2 Eastern,Total,"66,804 ","4,293.7 "
824,2011,March,3 Southern Metro, Bayside,"2,896 ","3,012.9 "
825,2011,March,3 Southern Metro, Cardinia,"3,227 ","4,255.5 "
826,2011,March,3 Southern Metro, Casey,"10,894 ","4,169.4 "
827,2011,March,3 Southern Metro, Frankston,"9,691 ","7,434.6 "
828,2011,March,3 Southern Metro, Glen Eira,"4,702 ","3,428.3 "
829,2011,March,3 Southern Metro, Greater Dandenong,"11,071 ","7,787.3 "
830,2011,March,3 Southern Metro, Kingston,"6,889 ","4,645.2 "
831,2011,March,3 Southern Metro, Mornington Peninsula,"7,009 ","4,695.5 "
832,2011,March,3 Southern Metro, Port Phillip,"8,617 ","8,858.3 "
833,2011,March,3 Southern Metro, Stonnington,"7,396 ","7,481.8 "
834,2011,March,3 Southern Metro,Total,"72,392 ","5,416.1 "
835,2011,March,4 Western, Ararat,789 ,"6,966.3 "
836,2011,March,4 Western, Ballarat,"7,710 ","8,100.0 "
837,2011,March,4 Western, Buloke,280 ,"4,331.0 "
838,2011,March,4 Western, Campaspe,"1,941 ","5,266.6 "
839,2011,March,4 Western, Central Goldfields,781 ,"6,208.8 "
840,2011,March,4 Western, Colac-Otway,"1,103 ","5,303.1 "
841,2011,March,4 Western, Corangamite,545 ,"3,297.8 "
842,2011,March,4 Western, Gannawarra,546 ,"5,223.4 "
843,2011,March,4 Western, Glenelg,"1,268 ","6,388.6 "
844,2011,March,4 Western, Golden Plains,339 ,"1,788.2 "
845,2011,March,4 Western, Greater Bendigo,"4,847 ","4,752.2 "
846,2011,March,4 Western, Greater Geelong,"12,106 ","5,608.9 "
847,2011,March,4 Western, Hepburn,521 ,"3,561.4 "
848,2011,March,4 Western, Hindmarsh,155 ,"2,646.9 "
849,2011,March,4 Western, Horsham,"1,448 ","7,416.9 "
850,2011,March,4 Western, Loddon,300 ,"3,975.6 "
851,2011,March,4 Western, Macedon Ranges,"1,231 ","2,870.6 "
852,2011,March,4 Western, Mildura,"4,657 ","8,986.5 "
853,2011,March,4 Western, Moorabool,"1,033 ","3,603.1 "
854,2011,March,4 Western, Mount Alexander,654 ,"3,659.4 "
855,2011,March,4 Western, Moyne,451 ,"2,789.6 "
856,2011,March,4 Western, Northern Grampians,848 ,"7,035.0 "
857,2011,March,4 Western, Pyrenees,244 ,"3,610.0 "
858,2011,March,4 Western, Queenscliffe,99 ,"3,234.2 "
859,2011,March,4 Western, Southern Grampians,771 ,"4,652.7 "
860,2011,March,4 Western, Surf Coast,991 ,"3,716.3 "
861,2011,March,4 Western, Swan Hill,"1,544 ","7,400.0 "
862,2011,March,4 Western, Warrnambool,"1,929 ","5,905.0 "
863,2011,March,4 Western, West Wimmera,91 ,"2,122.7 "
864,2011,March,4 Western, Yarriambiack,260 ,"3,619.7 "
865,2011,March,4 Western,Total,"49,482 ","5,486.4 "
866,2011,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,667 ,
867,2011,March,Justice Institutions and Immigration Facilities,Total,667 ,
868,2011,March,Unincorporated Vic, Unincorporated Vic,170 ,
869,2011,March,Unincorporated Vic,Total,170 ,
