,date_sold,price,suburb,city_name,state,lat,lon,bedrooms,property_type,loc_pid,lga_pid,Postcode
45758,2/1/2020,760000,Croydon,Melbourne,VIC,-37.79233091,145.2767283,4,house,VIC680,VIC139,3136
45759,2/1/2020,886000,Warranwood,Melbourne,VIC,-37.772386,145.243641,5,house,VIC2708,VIC139,3134
45760,2/1/2020,420000,Clayton,Melbourne,VIC,-37.913156,145.124122,2,unit,VIC567,VIC104,3168
45761,2/1/2020,375000,Blackburn,Melbourne,VIC,-37.82978207,145.1366102,1,unit,VIC252,VIC136,3130
45762,2/1/2020,400000,Reservoir,Melbourne,VIC,-37.69553753,145.0121232,2,unit,VIC2158,VIC170,3073
45763,2/1/2020,515000,Mitcham,Melbourne,VIC,-37.812904,145.195334,2,unit,VIC1700,VIC136,3132
45764,2/1/2020,865000,Kilsyth,Melbourne,VIC,-37.81166083,145.3263067,4,house,VIC1349,VIC129,3137
45765,2/1/2020,410000,Beaconsfield,Melbourne,VIC,-38.048842,145.372922,2,unit,VIC175,VIC161,3807
45766,2/1/2020,580000,Sunbury,Melbourne,VIC,-37.582893,144.750529,4,townhouse,VIC2394,VIC96,3429
45767,2/1/2020,770000,Kilsyth,Melbourne,VIC,-37.83340953,145.319904,3,house,VIC1349,VIC129,3137
45768,2/1/2020,690000,Mornington,Melbourne,VIC,-38.228119,145.031158,2,house,VIC1757,VIC125,3931
45769,2/1/2020,435000,Hillside,Melbourne,VIC,-37.70462586,144.747985,3,unit,VIC2984,VIC176,3037
45770,2/1/2020,1038000,Vermont,Melbourne,VIC,-37.835,145.211773,4,house,VIC2630,VIC136,3133
45771,2/1/2020,1233000,Chadstone,Melbourne,VIC,-37.87723107,145.1044015,4,townhouse,VIC527,VIC104,3148
45772,2/1/2020,495000,Rosebud,Melbourne,VIC,-38.35897325,144.9184955,3,house,VIC2199,VIC125,3939
45773,2/1/2020,747000,Watsonia,Melbourne,VIC,-37.714269,145.08365,3,house,VIC2725,VIC165,3087
45774,2/1/2020,750000,Mitcham,Melbourne,VIC,-37.8072694,145.1999914,3,unit,VIC1700,VIC136,3132
45775,2/1/2020,468000,Epping,Melbourne,VIC,-37.62198199,145.0162467,2,house,VIC870,VIC114,3076
45776,2/1/2020,360000,Springvale,Melbourne,VIC,-37.93460859,145.167193,2,unit,VIC2333,VIC91,3171
45777,2/2/2020,520000,Cranbourne,Melbourne,VIC,-38.094426,145.281264,3,house,VIC661,VIC127,3977
45778,2/2/2020,815000,Berwick,Melbourne,VIC,-38.027325,145.328043,4,house,VIC224,VIC127,3806
45779,2/2/2020,370000,Cranbourne,Melbourne,VIC,-38.09300832,145.2843468,2,unit,VIC661,VIC127,3977
45780,2/2/2020,735000,Bayswater,Melbourne,VIC,-37.849891,145.260659,3,house,VIC173,VIC128,3153
45781,2/2/2020,700000,Berwick,Melbourne,VIC,-38.026345,145.350723,3,house,VIC224,VIC127,3806
45782,2/2/2020,600000,Boronia,Melbourne,VIC,-37.859864,145.253328,3,house,VIC304,VIC128,3155
45783,2/2/2020,450000,Brighton,Melbourne,VIC,-37.89879,144.996103,1,unit,VIC336,VIC116,3186
45784,2/2/2020,590000,Burnside,Melbourne,VIC,-37.751313,144.74681,3,house,VIC419,VIC176,3023
45785,2/2/2020,381000,Frankston,Melbourne,VIC,-38.162998,145.153143,2,unit,VIC939,VIC88,3199
45786,2/2/2020,730000,Cockatoo,Melbourne,VIC,-37.948775,145.485058,4,house,VIC597,VIC161,3781
45787,2/2/2020,1750000,Ivanhoe,Melbourne,VIC,-37.772388,145.046876,3,house,VIC1239,VIC165,3079
45788,2/2/2020,880000,Yarraville,Melbourne,VIC,-37.811549,144.883909,2,house,VIC2918,VIC101,3013
45789,2/2/2020,711000,Mornington,Melbourne,VIC,-38.23295803,145.0423796,3,unit,VIC1757,VIC125,3931
45790,2/2/2020,755000,Frankston,Melbourne,VIC,-38.144855,145.168537,3,house,VIC939,VIC88,3199
45791,2/2/2020,1375000,Rye,Melbourne,VIC,-38.370294,144.818617,5,house,VIC2222,VIC125,3941
45792,2/2/2020,955500,Wantirna,Melbourne,VIC,-37.85252,145.235047,4,house,VIC2688,VIC128,3152
45793,2/2/2020,371000,Kensington,Melbourne,VIC,-37.78862001,144.9327689,1,unit,VIC1322,VIC132,3031
45794,2/2/2020,907000,Wantirna,Melbourne,VIC,-37.865376,145.229432,4,house,VIC2688,VIC128,3152
45795,2/3/2020,440000,Werribee,Melbourne,VIC,-37.92383423,144.6351869,3,townhouse,VIC2753,VIC95,3030
45796,2/3/2020,606000,Somerville,Melbourne,VIC,-38.237899,145.169074,3,house,VIC2310,VIC125,3912
45797,2/3/2020,525000,Sunbury,Melbourne,VIC,-37.56047319,144.7003847,4,house,VIC2394,VIC96,3429
45798,2/3/2020,574900,Werribee,Melbourne,VIC,-37.910185,144.672615,4,house,VIC2753,VIC95,3030
45799,2/3/2020,565000,Mickleham,Melbourne,VIC,-37.57155906,144.8920421,4,house,VIC1669,VIC96,3064
45800,2/3/2020,755000,Reservoir,Melbourne,VIC,-37.69553753,145.0121232,3,house,VIC2158,VIC170,3073
45801,2/3/2020,470000,Highett,Melbourne,VIC,-37.95369369,145.0487536,1,unit,VIC1177,VIC98,3190
45802,2/3/2020,943000,Cheltenham,Melbourne,VIC,-37.968745,145.07688,3,house,VIC537,VIC98,3192
45803,2/3/2020,710000,Northcote,Melbourne,VIC,-37.76224173,144.990718,2,townhouse,VIC1967,VIC170,3070
45804,2/3/2020,425000,Tarneit,Melbourne,VIC,-37.82817071,144.6726818,3,house,VIC2453,VIC95,3029
45805,2/3/2020,635000,Berwick,Melbourne,VIC,-38.056417,145.359657,4,house,VIC224,VIC127,3806
45806,2/3/2020,1398000,Templestowe,Melbourne,VIC,-37.75753312,145.1243179,4,house,VIC2485,VIC141,3106
45807,2/3/2020,747000,Doreen,Melbourne,VIC,-37.57956573,145.1233488,4,house,VIC774,VIC114,3754
45808,2/3/2020,635000,Edithvale,Melbourne,VIC,-38.030678,145.116388,2,unit,VIC842,VIC98,3196
45809,2/3/2020,3580000,Templestowe,Melbourne,VIC,-37.743044,145.161658,5,house,VIC2485,VIC141,3106
45810,2/3/2020,910000,Cairnlea,Melbourne,VIC,-37.760932,144.793554,5,house,VIC441,VIC168,3023
45811,2/3/2020,630000,Lalor,Melbourne,VIC,-37.658382,145.004717,3,house,VIC1446,VIC114,3075
45812,2/3/2020,410000,Croydon,Melbourne,VIC,-37.7822614,145.2879923,2,unit,VIC680,VIC139,3136
45813,2/3/2020,1030000,Altona,Melbourne,VIC,-37.87010761,144.8227232,4,house,VIC34,VIC97,3018
45814,2/3/2020,618780,Ringwood,Melbourne,VIC,-37.81711554,145.2394084,2,townhouse,VIC2171,VIC139,3134
45815,2/3/2020,390000,Hawthorn,Melbourne,VIC,-37.81773265,145.0432968,1,unit,VIC1143,VIC167,3122
45816,2/3/2020,450000,Officer,Melbourne,VIC,-38.07277235,145.4055601,3,house,VIC2002,VIC161,3809
45817,2/3/2020,850000,Somerville,Melbourne,VIC,-38.234052,145.180149,4,house,VIC2310,VIC125,3912
45818,2/3/2020,597000,Tarneit,Melbourne,VIC,-37.82471431,144.6770648,4,house,VIC2453,VIC95,3029
45819,2/3/2020,541000,Altona,Melbourne,VIC,-37.86546952,144.830658,2,unit,VIC34,VIC97,3018
45820,2/3/2020,540000,Wollert,Melbourne,VIC,-37.60474866,144.9903543,4,house,VIC2821,VIC114,3750
45821,2/3/2020,605000,Wollert,Melbourne,VIC,-37.59468346,144.9942347,4,house,VIC2821,VIC114,3750
45822,2/3/2020,717000,Boronia,Melbourne,VIC,-37.84548871,145.2880736,3,unit,VIC304,VIC128,3155
45823,2/3/2020,1240000,Berwick,Melbourne,VIC,-38.02557234,145.3476436,4,house,VIC224,VIC127,3806
45824,2/3/2020,460000,Carlton,Melbourne,VIC,-37.80495498,144.9614202,2,unit,VIC494,VIC132,3053
45825,2/3/2020,555000,Hastings,Melbourne,VIC,-38.30145305,145.1702217,3,house,VIC1136,VIC125,3915
45826,2/3/2020,695000,Keysborough,Melbourne,VIC,-37.98159109,145.1633489,3,townhouse,VIC1334,VIC91,3173
45827,2/3/2020,670000,Pakenham,Melbourne,VIC,-38.05821905,145.4614352,5,house,VIC2023,VIC161,3810
45828,2/3/2020,450000,Collingwood,Melbourne,VIC,-37.80209021,144.9859772,1,unit,VIC613,VIC115,3066
45829,2/3/2020,560000,Abbotsford,Melbourne,VIC,-37.8024567,144.9933403,2,unit,VIC2,VIC115,3067
45830,2/3/2020,401000,Abbotsford,Melbourne,VIC,-37.79953115,145.0001271,1,unit,VIC2,VIC115,3067
45831,2/3/2020,610000,Melbourne,Melbourne,VIC,-37.81602907,144.9535448,2,unit,VIC1634,VIC107,3000
45832,2/3/2020,754000,Parkdale,Melbourne,VIC,-37.993435,145.0833529,2,unit,VIC2033,VIC98,3195
45833,2/3/2020,1256500,Moorabbin,Melbourne,VIC,-37.94200693,145.0599414,4,townhouse,VIC1740,VIC98,3189
45834,2/3/2020,610000,Melbourne,Melbourne,VIC,-37.81602907,144.9535448,2,unit,VIC1634,VIC107,3004
45835,2/3/2020,306000,Melbourne,Melbourne,VIC,-37.82106828,144.9558995,1,unit,VIC1634,VIC107,3000
45836,2/3/2020,306000,Melbourne,Melbourne,VIC,-37.82106828,144.9558995,1,unit,VIC1634,VIC107,3004
45837,2/3/2020,330000,Melbourne,Melbourne,VIC,-37.80991935,144.9711012,2,unit,VIC1634,VIC107,3000
45838,2/3/2020,575000,Preston,Melbourne,VIC,-37.73565363,145.0128233,2,unit,VIC2117,VIC170,3072
45839,2/3/2020,330000,Melbourne,Melbourne,VIC,-37.80991935,144.9711012,2,unit,VIC1634,VIC107,3004
45840,2/3/2020,325888,Melbourne,Melbourne,VIC,-37.8132997,144.9553416,1,unit,VIC1634,VIC107,3000
45841,2/3/2020,325888,Melbourne,Melbourne,VIC,-37.8132997,144.9553416,1,unit,VIC1634,VIC107,3004
45842,2/3/2020,535000,Melton,Melbourne,VIC,-37.678552,144.552467,4,house,VIC1636,VIC176,3337
45843,2/3/2020,660000,Lynbrook,Melbourne,VIC,-38.05727859,145.2610498,4,house,VIC1549,VIC127,3975
45844,2/3/2020,620000,Rye,Melbourne,VIC,-38.375322,144.799234,3,house,VIC2222,VIC125,3941
45845,2/3/2020,600000,Craigieburn,Melbourne,VIC,-37.57531939,144.8958946,3,house,VIC660,VIC96,3064
45846,2/3/2020,645000,Dromana,Melbourne,VIC,-38.34011477,144.9736302,4,house,VIC783,VIC125,3936
45847,2/3/2020,745000,Berwick,Melbourne,VIC,-38.0598,145.366097,3,townhouse,VIC224,VIC127,3806
45848,2/3/2020,520000,Rosebud,Melbourne,VIC,-38.363349,144.89999,4,house,VIC2199,VIC125,3939
45849,2/3/2020,535000,Rosebud,Melbourne,VIC,-38.35794267,144.9202393,3,house,VIC2199,VIC125,3939
45850,2/3/2020,657000,Cranbourne,Melbourne,VIC,-38.09199127,145.2851563,4,house,VIC661,VIC127,3977
45851,2/3/2020,580000,Boronia,Melbourne,VIC,-37.86673973,145.2801964,2,house,VIC304,VIC128,3155
45852,2/3/2020,700000,Truganina,Melbourne,VIC,-37.827274,144.72756,5,house,VIC2585,VIC176,3029
45853,2/3/2020,575000,Truganina,Melbourne,VIC,-37.85805729,144.7247813,3,house,VIC2585,VIC176,3029
45854,2/3/2020,810000,Lilydale,Melbourne,VIC,-37.746621,145.347113,3,house,VIC1499,VIC129,3140
45855,2/3/2020,1127000,Emerald,Melbourne,VIC,-37.934399,145.470299,5,house,VIC861,VIC129,3782
45856,2/3/2020,420000,Ringwood,Melbourne,VIC,-37.81125066,145.2248079,2,unit,VIC2171,VIC139,3134
45857,2/3/2020,902750,Gembrook,Melbourne,VIC,-37.94922353,145.5426497,3,house,VIC969,VIC161,3783
45858,2/3/2020,350000,Tarneit,Melbourne,VIC,-37.83761,144.680991,2,unit,VIC2453,VIC95,3029
45859,2/3/2020,470000,Langwarrin,Melbourne,VIC,-38.1588418,145.1814241,3,house,VIC1461,VIC88,3910
45860,2/3/2020,440000,Broadmeadows,Melbourne,VIC,-37.68963,144.923522,2,townhouse,VIC346,VIC96,3047
45861,2/3/2020,608000,Elsternwick,Melbourne,VIC,-37.887133,145.001604,2,unit,VIC857,VIC89,3185
45862,2/3/2020,785000,Scoresby,Melbourne,VIC,-37.896903,145.234454,3,house,VIC2246,VIC128,3179
45863,2/3/2020,740000,Derrimut,Melbourne,VIC,-37.79567263,144.7609733,4,house,VIC738,VIC168,3026
45864,2/3/2020,522500,Moorabbin,Melbourne,VIC,-37.9348505,145.0377715,2,unit,VIC1740,VIC98,3189
45865,2/3/2020,532500,Lilydale,Melbourne,VIC,-37.751781,145.341136,2,townhouse,VIC1499,VIC129,3140
45866,2/3/2020,629900,Rosebud,Melbourne,VIC,-38.359077,144.918127,3,townhouse,VIC2199,VIC125,3939
45867,2/3/2020,813000,Derrimut,Melbourne,VIC,-37.79364328,144.7691727,4,house,VIC738,VIC168,3026
45868,2/3/2020,456000,Langwarrin,Melbourne,VIC,-38.14461909,145.1941408,3,unit,VIC1461,VIC88,3910
45869,2/3/2020,7573100,Craigieburn,Melbourne,VIC,-37.597222,144.927657,2,townhouse,VIC660,VIC96,3064
45870,2/3/2020,838500,Braybrook,Melbourne,VIC,-37.78919362,144.8545532,3,townhouse,VIC323,VIC101,3019
45871,2/3/2020,750000,Tooradin,Melbourne,VIC,-38.20424,145.378338,3,house,VIC2549,VIC127,3980
45872,2/3/2020,1550000,Hawthorn,Melbourne,VIC,-37.81359324,145.0169609,2,house,VIC1143,VIC167,3122
45873,2/3/2020,495000,Warburton,Melbourne,VIC,-37.76075185,145.6943634,3,house,VIC2693,VIC129,3799
45874,2/3/2020,1420000,Rowville,Melbourne,VIC,-37.9249902,145.2524865,4,house,VIC2209,VIC128,3178
45875,2/4/2020,985000,Berwick,Melbourne,VIC,-38.013165,145.326176,5,house,VIC224,VIC127,3806
45876,2/4/2020,594900,Clyde,Melbourne,VIC,-38.1209155,145.3330902,4,house,VIC579,VIC127,3978
45877,2/4/2020,652500,Rowville,Melbourne,VIC,-37.91706,145.261456,3,house,VIC2209,VIC128,3178
45878,2/4/2020,700000,Croydon,Melbourne,VIC,-37.79919695,145.2874848,3,townhouse,VIC680,VIC139,3136
45879,2/4/2020,610000,Berwick,Melbourne,VIC,-38.056937,145.33636,3,house,VIC224,VIC127,3806
45880,2/4/2020,563000,Berwick,Melbourne,VIC,-38.03302509,145.3531869,3,house,VIC224,VIC127,3806
45881,2/4/2020,1365000,Mornington,Melbourne,VIC,-38.22463845,145.0459918,3,house,VIC1757,VIC125,3931
45882,2/4/2020,820000,Mornington,Melbourne,VIC,-38.243167,145.052613,4,house,VIC1757,VIC125,3931
45883,2/4/2020,1193000,Lysterfield,Melbourne,VIC,-37.90820445,145.2835714,5,house,VIC1553,VIC129,3156
45884,2/4/2020,535000,Rosebud,Melbourne,VIC,-38.36721087,144.8856364,3,house,VIC2199,VIC125,3939
45885,2/4/2020,555000,Officer,Melbourne,VIC,-38.0684519,145.4281497,3,house,VIC2002,VIC161,3809
45886,2/4/2020,645000,Coldstream,Melbourne,VIC,-37.730001,145.384043,3,house,VIC610,VIC129,3770
45887,2/4/2020,810000,Sunbury,Melbourne,VIC,-37.5545471,144.7065966,4,house,VIC2394,VIC96,3429
45888,2/4/2020,502000,Sunbury,Melbourne,VIC,-37.5793541,144.6999384,3,house,VIC2394,VIC96,3429
45889,2/4/2020,647000,Monbulk,Melbourne,VIC,-37.861599,145.440611,3,house,VIC1721,VIC129,3793
45890,2/4/2020,467300,Werribee,Melbourne,VIC,-37.91587611,144.6361169,3,house,VIC2753,VIC95,3030
45891,2/4/2020,600000,Hastings,Melbourne,VIC,-38.29670073,145.1776473,4,house,VIC1136,VIC125,3915
45892,2/4/2020,389000,Officer,Melbourne,VIC,-38.05634507,145.4002517,2,townhouse,VIC2002,VIC161,3809
45893,2/4/2020,490000,Cranbourne,Melbourne,VIC,-38.111564,145.260032,4,townhouse,VIC661,VIC127,3977
45894,2/4/2020,265000,Dandenong,Melbourne,VIC,-37.97608,145.203959,2,unit,VIC705,VIC91,3175
45895,2/4/2020,595000,Kilsyth,Melbourne,VIC,-37.805093,145.315914,2,unit,VIC1349,VIC129,3137
45896,2/4/2020,490000,Werribee,Melbourne,VIC,-37.88167358,144.6544433,3,house,VIC2753,VIC95,3030
45897,2/4/2020,710000,Keysborough,Melbourne,VIC,-37.989056,145.186243,4,house,VIC1334,VIC91,3173
45898,2/4/2020,522000,Werribee,Melbourne,VIC,-37.90054449,144.6144089,4,house,VIC2753,VIC95,3030
45899,2/4/2020,1590000,Thornbury,Melbourne,VIC,-37.757733,145.0123,4,house,VIC2511,VIC170,3071
45900,2/4/2020,930000,Sunbury,Melbourne,VIC,-37.592833,144.727064,4,house,VIC2394,VIC96,3429
45901,2/4/2020,532000,Craigieburn,Melbourne,VIC,-37.58993051,144.9167179,4,house,VIC660,VIC96,3064
45902,2/4/2020,795000,Upwey,Melbourne,VIC,-37.89994775,145.3319266,3,house,VIC2623,VIC129,3158
45903,2/4/2020,815000,Mornington,Melbourne,VIC,-38.23752343,145.0335542,3,house,VIC1757,VIC125,3931
45904,2/4/2020,661000,Mooroolbark,Melbourne,VIC,-37.781874,145.307023,3,house,VIC1749,VIC129,3138
45905,2/4/2020,692288,Coburg,Melbourne,VIC,-37.75134197,144.9733252,2,unit,VIC593,VIC131,3058
45906,2/4/2020,445000,Carnegie,Melbourne,VIC,-37.88779,145.0599184,1,unit,VIC497,VIC89,3163
45907,2/4/2020,672500,Hawthorn,Melbourne,VIC,-37.818719,145.022627,2,unit,VIC1143,VIC167,3122
45908,2/4/2020,725000,Abbotsford,Melbourne,VIC,-37.81177191,145.0141433,2,unit,VIC2,VIC115,3067
45909,2/4/2020,435001,Truganina,Melbourne,VIC,-37.8472561,144.7305632,3,unit,VIC2585,VIC176,3029
45910,2/4/2020,590000,Reservoir,Melbourne,VIC,-37.714684,145.017206,2,townhouse,VIC2158,VIC170,3073
45911,2/4/2020,446000,Melbourne,Melbourne,VIC,-37.81598817,144.9657884,1,unit,VIC1634,VIC107,3000
45912,2/4/2020,446000,Melbourne,Melbourne,VIC,-37.81598817,144.9657884,1,unit,VIC1634,VIC107,3004
45913,2/4/2020,1219998,Melbourne,Melbourne,VIC,-37.81070368,144.9592789,3,unit,VIC1634,VIC107,3000
45914,2/4/2020,1219998,Melbourne,Melbourne,VIC,-37.81070368,144.9592789,3,unit,VIC1634,VIC107,3004
45915,2/4/2020,465000,Melbourne,Melbourne,VIC,-37.80694309,144.9610712,2,unit,VIC1634,VIC107,3000
45916,2/4/2020,465000,Melbourne,Melbourne,VIC,-37.80694309,144.9610712,2,unit,VIC1634,VIC107,3004
45917,2/4/2020,1295000,Mornington,Melbourne,VIC,-38.218107,145.047775,4,house,VIC1757,VIC125,3931
45918,2/4/2020,670000,Springvale,Melbourne,VIC,-37.93652836,145.1475917,3,townhouse,VIC2333,VIC91,3171
45919,2/4/2020,1435000,Mordialloc,Melbourne,VIC,-38.00637,145.095201,4,house,VIC1754,VIC98,3195
45920,2/4/2020,740000,Hurstbridge,Melbourne,VIC,-37.639662,145.194152,2,house,VIC1215,VIC106,3099
45921,2/4/2020,718000,Doreen,Melbourne,VIC,-37.61099301,145.1186843,4,house,VIC774,VIC114,3754
45922,2/4/2020,785000,Doreen,Melbourne,VIC,-37.59992935,145.1274243,4,house,VIC774,VIC114,3754
45923,2/4/2020,460000,Parkville,Melbourne,VIC,-37.77883589,144.9391515,2,unit,VIC2034,VIC132,3052
45924,2/4/2020,640000,Sunbury,Melbourne,VIC,-37.588973,144.736172,4,house,VIC2394,VIC96,3429
45925,2/4/2020,511000,Bentleigh,Melbourne,VIC,-37.93226451,145.0379149,2,unit,VIC214,VIC89,3204
45926,2/4/2020,967000,Macleod,Melbourne,VIC,-37.718786,145.073266,4,house,VIC1559,VIC170,3085
45927,2/4/2020,640000,Sunbury,Melbourne,VIC,-37.59167988,144.6976288,4,house,VIC2394,VIC96,3429
45928,2/4/2020,690000,Sunbury,Melbourne,VIC,-37.577586,144.717705,3,house,VIC2394,VIC96,3429
45929,2/4/2020,1265000,Bulleen,Melbourne,VIC,-37.763358,145.089206,4,townhouse,VIC386,VIC141,3105
45930,2/4/2020,465000,Tarneit,Melbourne,VIC,-37.84133689,144.6699286,4,house,VIC2453,VIC95,3029
45931,2/4/2020,425000,Craigieburn,Melbourne,VIC,-37.590405,144.937201,2,house,VIC660,VIC96,3064
45932,2/4/2020,570000,Seaford,Melbourne,VIC,-38.097031,145.131382,3,unit,VIC2253,VIC88,3198
45933,2/4/2020,448000,Werribee,Melbourne,VIC,-37.873175,144.661283,3,house,VIC2753,VIC95,3030
45934,2/4/2020,508000,Ringwood,Melbourne,VIC,-37.80677908,145.2271411,2,unit,VIC2171,VIC139,3134
45935,2/4/2020,531250,Doreen,Melbourne,VIC,-37.58248063,145.1270433,3,house,VIC774,VIC114,3754
45936,2/4/2020,470000,Truganina,Melbourne,VIC,-37.8393084,144.7086609,3,house,VIC2585,VIC176,3029
45937,2/4/2020,510000,Tarneit,Melbourne,VIC,-37.82121538,144.6778331,4,house,VIC2453,VIC95,3029
45938,2/4/2020,687500,Truganina,Melbourne,VIC,-37.833906,144.72347,4,house,VIC2585,VIC176,3029
45939,2/4/2020,530000,Truganina,Melbourne,VIC,-37.83688507,144.7240263,3,house,VIC2585,VIC176,3029
